device,time,OpCode
1,2022-03-14 03:45:06.953416,recv_SMP_0x04
0,2022-03-14 03:45:06.957167,recv_SMP_0x04
1,2022-03-14 03:45:06.967317,end_recv_SMP_0x04
1,2022-03-14 03:45:06.974252,send_SMP_0x04
1,2022-03-14 03:45:06.976207,end_send_SMP_0x04
0,2022-03-14 03:45:06.977445,end_recv_SMP_0x04
0,2022-03-14 03:45:06.978672,send_SMP_0x03
0,2022-03-14 03:45:06.985840,end_send_SMP_0x03
1,2022-03-14 03:45:07.146365,recv_SMP_0x03
0,2022-03-14 03:45:07.156219,recv_SMP_0x03
1,2022-03-14 03:45:07.156904,end_recv_SMP_0x03
1,2022-03-14 03:45:07.157282,send_SMP_0x03
0,2022-03-14 03:45:07.165146,end_recv_SMP_0x03
1,2022-03-14 03:45:07.165782,end_send_SMP_0x03
0,2022-03-14 03:45:07.167393,send_SMP_0x04
0,2022-03-14 03:45:07.173547,end_send_SMP_0x04
1,2022-03-14 03:45:07.303326,recv_SMP_0x04
0,2022-03-14 03:45:07.307155,recv_SMP_0x04
1,2022-03-14 03:45:07.317336,end_recv_SMP_0x04
1,2022-03-14 03:45:07.320356,send_SMP_0x04
1,2022-03-14 03:45:07.322275,end_send_SMP_0x04
0,2022-03-14 03:45:07.325153,end_recv_SMP_0x04
0,2022-03-14 03:45:07.327158,send_SMP_0x03
0,2022-03-14 03:45:07.335192,end_send_SMP_0x03
1,2022-03-14 03:45:07.500990,recv_SMP_0x03
0,2022-03-14 03:45:07.505429,recv_SMP_0x03
1,2022-03-14 03:45:07.505743,end_recv_SMP_0x03
1,2022-03-14 03:45:07.515017,send_SMP_0x03
0,2022-03-14 03:45:07.516101,end_recv_SMP_0x03
1,2022-03-14 03:45:07.516356,end_send_SMP_0x03
0,2022-03-14 03:45:07.517563,send_SMP_0x04
0,2022-03-14 03:45:07.519730,end_send_SMP_0x04
1,2022-03-14 03:45:07.653372,recv_SMP_0x04
0,2022-03-14 03:45:07.657207,recv_SMP_0x04
1,2022-03-14 03:45:07.667318,end_recv_SMP_0x04
