device,time,OpCode
Slave,2022-03-15 23:37:30.245352,recv_SMP_0x03
Slave,2022-03-15 23:37:30.254390,end_recv_SMP_0x03
Slave,2022-03-15 23:37:30.256389,send_SMP_0x03
Slave,2022-03-15 23:37:30.264370,end_send_SMP_0x03
Master,2022-03-15 23:37:30.275502,recv_SMP_0x04
Master,2022-03-15 23:37:30.339543,end_recv_SMP_0x04
Master,2022-03-15 23:37:30.344518,send_SMP_0x03
Master,2022-03-15 23:37:30.348581,end_send_SMP_0x03
Slave,2022-03-15 23:37:30.350429,recv_SMP_0x04
Slave,2022-03-15 23:37:30.366319,end_recv_SMP_0x04
Slave,2022-03-15 23:37:30.368215,send_SMP_0x04
Slave,2022-03-15 23:37:30.370558,end_send_SMP_0x04
Master,2022-03-15 23:37:30.382520,recv_SMP_0x03
Master,2022-03-15 23:37:30.482501,end_recv_SMP_0x03
Master,2022-03-15 23:37:30.483493,send_SMP_0x04
Master,2022-03-15 23:37:30.486602,end_send_SMP_0x04
Slave,2022-03-15 23:37:30.495349,recv_SMP_0x03
Slave,2022-03-15 23:37:30.504396,end_recv_SMP_0x03
Slave,2022-03-15 23:37:30.506388,send_SMP_0x03
Slave,2022-03-15 23:37:30.514354,end_send_SMP_0x03
Master,2022-03-15 23:37:30.525517,recv_SMP_0x04
Master,2022-03-15 23:37:30.589497,end_recv_SMP_0x04
Master,2022-03-15 23:37:30.593580,send_SMP_0x03
Master,2022-03-15 23:37:30.599414,end_send_SMP_0x03
Slave,2022-03-15 23:37:30.600403,recv_SMP_0x04
Slave,2022-03-15 23:37:30.616376,end_recv_SMP_0x04
Slave,2022-03-15 23:37:30.622410,send_SMP_0x04
Slave,2022-03-15 23:37:30.622843,end_send_SMP_0x04
Master,2022-03-15 23:37:30.632083,recv_SMP_0x03
Master,2022-03-15 23:37:30.782477,end_recv_SMP_0x03
Master,2022-03-15 23:37:30.783599,send_SMP_0x04
Master,2022-03-15 23:37:30.786533,end_send_SMP_0x04
Slave,2022-03-15 23:37:30.795362,recv_SMP_0x03
Slave,2022-03-15 23:37:30.804378,end_recv_SMP_0x03
Slave,2022-03-15 23:37:30.806407,send_SMP_0x03
Slave,2022-03-15 23:37:30.814372,end_send_SMP_0x03
Master,2022-03-15 23:37:30.825479,recv_SMP_0x04
Master,2022-03-15 23:37:30.889513,end_recv_SMP_0x04
Master,2022-03-15 23:37:30.894475,send_SMP_0x03
Master,2022-03-15 23:37:30.898575,end_send_SMP_0x03
Slave,2022-03-15 23:37:30.901201,recv_SMP_0x04
Slave,2022-03-15 23:37:30.916370,end_recv_SMP_0x04
Slave,2022-03-15 23:37:30.918367,send_SMP_0x04
Slave,2022-03-15 23:37:30.920392,end_send_SMP_0x04
Master,2022-03-15 23:37:30.932487,recv_SMP_0x03
Master,2022-03-15 23:37:31.082502,end_recv_SMP_0x03
Master,2022-03-15 23:37:31.083682,send_SMP_0x04
Master,2022-03-15 23:37:31.086515,end_send_SMP_0x04
Slave,2022-03-15 23:37:31.095728,recv_SMP_0x03
Slave,2022-03-15 23:37:31.104476,end_recv_SMP_0x03
Slave,2022-03-15 23:37:31.106355,send_SMP_0x03
Slave,2022-03-15 23:37:31.114443,end_send_SMP_0x03
Master,2022-03-15 23:37:31.125647,recv_SMP_0x04
Master,2022-03-15 23:37:31.189553,end_recv_SMP_0x04
Master,2022-03-15 23:37:31.194424,send_SMP_0x03
Master,2022-03-15 23:37:31.198561,end_send_SMP_0x03
Slave,2022-03-15 23:37:31.200915,recv_SMP_0x04
Slave,2022-03-15 23:37:31.216356,end_recv_SMP_0x04
Slave,2022-03-15 23:37:31.218348,send_SMP_0x04
Slave,2022-03-15 23:37:31.220361,end_send_SMP_0x04
Master,2022-03-15 23:37:31.232545,recv_SMP_0x03
Master,2022-03-15 23:37:31.382507,end_recv_SMP_0x03
Master,2022-03-15 23:37:31.383526,send_SMP_0x04
Master,2022-03-15 23:37:31.386552,end_send_SMP_0x04
Slave,2022-03-15 23:37:31.395418,recv_SMP_0x03
Slave,2022-03-15 23:37:31.404376,end_recv_SMP_0x03
Slave,2022-03-15 23:37:31.406599,send_SMP_0x03
Slave,2022-03-15 23:37:31.414421,end_send_SMP_0x03
Master,2022-03-15 23:37:31.425493,recv_SMP_0x04
Master,2022-03-15 23:37:31.489517,end_recv_SMP_0x04
Master,2022-03-15 23:37:31.493588,send_SMP_0x03
Master,2022-03-15 23:37:31.498549,end_send_SMP_0x03
Slave,2022-03-15 23:37:31.502822,recv_SMP_0x04
Slave,2022-03-15 23:37:31.516360,end_recv_SMP_0x04
Slave,2022-03-15 23:37:31.518350,send_SMP_0x04
Slave,2022-03-15 23:37:31.520412,end_send_SMP_0x04
Master,2022-03-15 23:37:31.532749,recv_SMP_0x03
Master,2022-03-15 23:37:31.682507,end_recv_SMP_0x03
Master,2022-03-15 23:37:31.683505,send_SMP_0x04
Master,2022-03-15 23:37:31.687337,end_send_SMP_0x04
Slave,2022-03-15 23:37:31.695365,recv_SMP_0x03
Slave,2022-03-15 23:37:31.705489,end_recv_SMP_0x03
Slave,2022-03-15 23:37:31.708076,send_SMP_0x03
Slave,2022-03-15 23:37:31.714374,end_send_SMP_0x03
Master,2022-03-15 23:37:31.725555,recv_SMP_0x04
Master,2022-03-15 23:37:31.789526,end_recv_SMP_0x04
Master,2022-03-15 23:37:31.794469,send_SMP_0x03
Master,2022-03-15 23:37:31.798582,end_send_SMP_0x03
Slave,2022-03-15 23:37:31.801599,recv_SMP_0x04
Slave,2022-03-15 23:37:31.816404,end_recv_SMP_0x04
Slave,2022-03-15 23:37:31.818367,send_SMP_0x04
Slave,2022-03-15 23:37:31.820366,end_send_SMP_0x04
Master,2022-03-15 23:37:31.832494,recv_SMP_0x03
Master,2022-03-15 23:37:31.982550,end_recv_SMP_0x03
Master,2022-03-15 23:37:31.983559,send_SMP_0x04
Master,2022-03-15 23:37:31.986528,end_send_SMP_0x04
Slave,2022-03-15 23:37:31.995399,recv_SMP_0x03
Slave,2022-03-15 23:37:32.004443,end_recv_SMP_0x03
Slave,2022-03-15 23:37:32.006409,send_SMP_0x03
Slave,2022-03-15 23:37:32.014413,end_send_SMP_0x03
Master,2022-03-15 23:37:32.027082,recv_SMP_0x04
Master,2022-03-15 23:37:32.089580,end_recv_SMP_0x04
Master,2022-03-15 23:37:32.094515,send_SMP_0x03
Master,2022-03-15 23:37:32.099549,end_send_SMP_0x03
Slave,2022-03-15 23:37:32.100424,recv_SMP_0x04
Slave,2022-03-15 23:37:32.116374,end_recv_SMP_0x04
Slave,2022-03-15 23:37:32.124520,send_SMP_0x04
Slave,2022-03-15 23:37:32.124992,end_send_SMP_0x04
Master,2022-03-15 23:37:32.132596,recv_SMP_0x03
Master,2022-03-15 23:37:32.282487,end_recv_SMP_0x03
Master,2022-03-15 23:37:32.283510,send_SMP_0x04
Master,2022-03-15 23:37:32.286640,end_send_SMP_0x04
Slave,2022-03-15 23:37:32.295385,recv_SMP_0x03
Slave,2022-03-15 23:37:32.304499,end_recv_SMP_0x03
Slave,2022-03-15 23:37:32.306440,send_SMP_0x03
Slave,2022-03-15 23:37:32.314386,end_send_SMP_0x03
Master,2022-03-15 23:37:32.325499,recv_SMP_0x04
Master,2022-03-15 23:37:32.389646,end_recv_SMP_0x04
Master,2022-03-15 23:37:32.394578,send_SMP_0x03
Master,2022-03-15 23:37:32.399601,end_send_SMP_0x03
Slave,2022-03-15 23:37:32.400504,recv_SMP_0x04
Slave,2022-03-15 23:37:32.416376,end_recv_SMP_0x04
Slave,2022-03-15 23:37:32.417474,send_SMP_0x04
Slave,2022-03-15 23:37:32.420612,end_send_SMP_0x04
Master,2022-03-15 23:37:32.432566,recv_SMP_0x03
Master,2022-03-15 23:37:32.440589,end_recv_SMP_0x03
Master,2022-03-15 23:37:32.443055,send_SMP_0x04
Master,2022-03-15 23:37:32.443533,end_send_SMP_0x04
Master,2022-03-15 23:37:32.583525,recv_SMP_0x04
Slave,2022-03-15 23:37:32.595656,recv_SMP_0x03
Master,2022-03-15 23:37:32.597550,end_recv_SMP_0x04
Master,2022-03-15 23:37:32.602797,send_SMP_0x03
Slave,2022-03-15 23:37:32.604440,end_recv_SMP_0x03
Slave,2022-03-15 23:37:32.606627,send_SMP_0x03
Master,2022-03-15 23:37:32.606890,end_send_SMP_0x03
Slave,2022-03-15 23:37:32.614413,end_send_SMP_0x03
Slave,2022-03-15 23:37:32.700595,recv_SMP_0x04
Slave,2022-03-15 23:37:32.716402,end_recv_SMP_0x04
Slave,2022-03-15 23:37:32.717454,send_SMP_0x04
Slave,2022-03-15 23:37:32.720632,end_send_SMP_0x04
Master,2022-03-15 23:37:32.881980,recv_SMP_0x03
Master,2022-03-15 23:37:32.890601,end_recv_SMP_0x03
Master,2022-03-15 23:37:32.893564,send_SMP_0x04
Slave,2022-03-15 23:37:32.895411,recv_SMP_0x03
Master,2022-03-15 23:37:32.895674,end_send_SMP_0x04
Slave,2022-03-15 23:37:32.904557,end_recv_SMP_0x03
Slave,2022-03-15 23:37:32.906712,send_SMP_0x03
Slave,2022-03-15 23:37:32.914404,end_send_SMP_0x03
Master,2022-03-15 23:37:32.983682,recv_SMP_0x04
Master,2022-03-15 23:37:32.992613,end_recv_SMP_0x04
Master,2022-03-15 23:37:32.995517,send_SMP_0x03
Master,2022-03-15 23:37:33.003471,end_send_SMP_0x03
Slave,2022-03-15 23:37:33.006444,recv_SMP_0x04
Slave,2022-03-15 23:37:33.021450,end_recv_SMP_0x04
Slave,2022-03-15 23:37:33.023412,send_SMP_0x04
Slave,2022-03-15 23:37:33.025916,end_send_SMP_0x04
Master,2022-03-15 23:37:33.035580,recv_SMP_0x03
Master,2022-03-15 23:37:33.133520,end_recv_SMP_0x03
Master,2022-03-15 23:37:33.182556,send_SMP_0x04
Master,2022-03-15 23:37:33.183538,end_send_SMP_0x04
Slave,2022-03-15 23:37:33.195427,recv_SMP_0x03
Slave,2022-03-15 23:37:33.204498,end_recv_SMP_0x03
Slave,2022-03-15 23:37:33.206434,send_SMP_0x03
Slave,2022-03-15 23:37:33.214470,end_send_SMP_0x03
Master,2022-03-15 23:37:33.285574,recv_SMP_0x04
Master,2022-03-15 23:37:33.299570,end_recv_SMP_0x04
Slave,2022-03-15 23:37:33.300595,recv_SMP_0x04
Master,2022-03-15 23:37:33.300912,send_SMP_0x03
Master,2022-03-15 23:37:33.310560,end_send_SMP_0x03
Slave,2022-03-15 23:37:33.316394,end_recv_SMP_0x04
Slave,2022-03-15 23:37:33.318433,send_SMP_0x04
Slave,2022-03-15 23:37:33.321774,end_send_SMP_0x04
Master,2022-03-15 23:37:33.482604,recv_SMP_0x03
Master,2022-03-15 23:37:33.490732,end_recv_SMP_0x03
Master,2022-03-15 23:37:33.493668,send_SMP_0x04
Slave,2022-03-15 23:37:33.495437,recv_SMP_0x03
Master,2022-03-15 23:37:33.495828,end_send_SMP_0x04
Slave,2022-03-15 23:37:33.504496,end_recv_SMP_0x03
Slave,2022-03-15 23:37:33.506449,send_SMP_0x03
Slave,2022-03-15 23:37:33.514442,end_send_SMP_0x03
Master,2022-03-15 23:37:33.585584,recv_SMP_0x04
Master,2022-03-15 23:37:33.599552,end_recv_SMP_0x04
Slave,2022-03-15 23:37:33.601343,recv_SMP_0x04
Master,2022-03-15 23:37:33.601551,send_SMP_0x03
Master,2022-03-15 23:37:33.610573,end_send_SMP_0x03
Slave,2022-03-15 23:37:33.616414,end_recv_SMP_0x04
Slave,2022-03-15 23:37:33.618446,send_SMP_0x04
Slave,2022-03-15 23:37:33.621733,end_send_SMP_0x04
Master,2022-03-15 23:37:33.832575,recv_SMP_0x03
Master,2022-03-15 23:37:33.840609,end_recv_SMP_0x03
Master,2022-03-15 23:37:33.843561,send_SMP_0x04
Master,2022-03-15 23:37:33.845553,end_send_SMP_0x04
Slave,2022-03-15 23:37:33.847418,recv_SMP_0x0D
Master,2022-03-15 23:37:33.898511,recv_SMP_0x04
Slave,2022-03-15 23:37:33.924422,end_recv_SMP_0x0D
Slave,2022-03-15 23:37:33.928413,send_SMP_0x0D
Slave,2022-03-15 23:37:33.931405,end_send_SMP_0x0D
Master,2022-03-15 23:37:34.031606,end_recv_SMP_0x04
Master,2022-03-15 23:37:34.129506,send_SMP_0x0D
Master,2022-03-15 23:37:34.131667,end_send_SMP_0x0D
Master,2022-03-15 23:37:34.162520,recv_SMP_0x0D
Slave,2022-03-15 23:37:34.325447,send_SMP_0x0F
Slave,2022-03-15 23:37:34.327413,end_send_SMP_0x0F
Slave,2022-03-15 23:37:34.332458,send_SMP_0x08
Slave,2022-03-15 23:37:34.334527,end_send_SMP_0x08
Slave,2022-03-15 23:37:34.336511,send_SMP_0x09
Slave,2022-03-15 23:37:34.338610,end_send_SMP_0x09
Master,2022-03-15 23:37:34.339160,end_recv_SMP_0x0D
Slave,2022-03-15 23:37:34.341561,send_SMP_0x0A
Slave,2022-03-15 23:37:34.440032,end_send_SMP_0x0A
Master,2022-03-15 23:37:34.511833,recv_SMP_0x0F
Master,2022-03-15 23:37:34.517400,end_recv_SMP_0x0F
Master,2022-03-15 23:37:34.533818,recv_SMP_0x08
Master,2022-03-15 23:37:34.539867,end_recv_SMP_0x08
Master,2022-03-15 23:37:34.556873,recv_SMP_0x09
Slave,2022-03-15 23:37:34.810443,recv_SMP_0x0F
Slave,2022-03-15 23:37:34.815999,end_recv_SMP_0x0F
Slave,2022-03-15 23:37:34.832454,recv_SMP_0x08
Slave,2022-03-15 23:37:34.838460,end_recv_SMP_0x08
Slave,2022-03-15 23:37:34.856439,recv_SMP_0x09
Master,2022-03-15 23:37:34.883586,end_recv_SMP_0x09
Master,2022-03-15 23:37:34.901530,recv_SMP_0x0A
Master,2022-03-15 23:37:34.907542,end_recv_SMP_0x0A
Master,2022-03-15 23:37:34.925715,send_SMP_0x0F
Master,2022-03-15 23:37:34.926584,end_send_SMP_0x0F
Master,2022-03-15 23:37:34.930574,send_SMP_0x08
Master,2022-03-15 23:37:34.932611,end_send_SMP_0x08
Master,2022-03-15 23:37:34.938466,send_SMP_0x09
Master,2022-03-15 23:37:34.940632,end_send_SMP_0x09
Master,2022-03-15 23:37:34.944574,send_SMP_0x0A
Master,2022-03-15 23:37:34.987647,end_send_SMP_0x0A
Slave,2022-03-15 23:37:35.002453,end_recv_SMP_0x09
Slave,2022-03-15 23:37:35.020485,recv_SMP_0x0A
Slave,2022-03-15 23:37:35.026478,end_recv_SMP_0x0A
Slave,2022-03-15 23:37:38.688504,send_SMP_0x0B
Slave,2022-03-15 23:37:38.847536,recv_SMP_0x01
Slave,2022-03-15 23:37:38.862618,end_recv_SMP_0x01
Slave,2022-03-15 23:37:38.864660,send_SMP_0x02
Slave,2022-03-15 23:37:38.866900,end_send_SMP_0x02
Master,2022-03-15 23:37:38.898644,recv_SMP_0x0B
Master,2022-03-15 23:37:38.903293,end_recv_SMP_0x0B
Master,2022-03-15 23:37:38.906645,send_SMP_0x01
Master,2022-03-15 23:37:38.908664,end_send_SMP_0x01
Master,2022-03-15 23:37:39.045690,recv_SMP_0x02
Slave,2022-03-15 23:37:39.055479,recv_SMP_0x0C
Slave,2022-03-15 23:37:39.071869,end_recv_SMP_0x0C
Master,2022-03-15 23:37:39.072138,end_recv_SMP_0x02
Slave,2022-03-15 23:37:39.073579,send_SMP_0x0C
Master,2022-03-15 23:37:39.077096,send_SMP_0x0C
Slave,2022-03-15 23:37:39.077398,end_send_SMP_0x0C
Master,2022-03-15 23:37:39.077769,end_send_SMP_0x0C
Master,2022-03-15 23:37:39.167845,recv_SMP_0x0C
Master,2022-03-15 23:37:39.193315,end_recv_SMP_0x0C
Master,2022-03-15 23:37:39.240780,send_SMP_0x03
Master,2022-03-15 23:37:39.246659,end_send_SMP_0x03
Slave,2022-03-15 23:37:39.262483,recv_SMP_0x03
Slave,2022-03-15 23:37:39.272022,end_recv_SMP_0x03
Slave,2022-03-15 23:37:39.273630,send_SMP_0x03
Slave,2022-03-15 23:37:39.281506,end_send_SMP_0x03
Slave,2022-03-15 23:37:39.417513,recv_SMP_0x04
Slave,2022-03-15 23:37:39.432488,end_recv_SMP_0x04
Slave,2022-03-15 23:37:39.434519,send_SMP_0x04
Slave,2022-03-15 23:37:39.437473,end_send_SMP_0x04
Slave,2022-03-15 23:37:39.605504,recv_SMP_0x03
Slave,2022-03-15 23:37:39.614468,end_recv_SMP_0x03
Slave,2022-03-15 23:37:39.616887,send_SMP_0x03
Slave,2022-03-15 23:37:39.624572,end_send_SMP_0x03
Master,2022-03-15 23:37:39.635638,recv_SMP_0x03
Master,2022-03-15 23:37:39.694732,end_recv_SMP_0x03
Master,2022-03-15 23:37:39.696672,send_SMP_0x04
Master,2022-03-15 23:37:39.698728,end_send_SMP_0x04
Slave,2022-03-15 23:37:39.710560,recv_SMP_0x04
Slave,2022-03-15 23:37:39.725641,end_recv_SMP_0x04
Slave,2022-03-15 23:37:39.727539,send_SMP_0x04
Slave,2022-03-15 23:37:39.729560,end_send_SMP_0x04
Master,2022-03-15 23:37:39.736596,recv_SMP_0x04
Master,2022-03-15 23:37:39.841928,end_recv_SMP_0x04
Master,2022-03-15 23:37:39.843664,send_SMP_0x03
Master,2022-03-15 23:37:39.850617,end_send_SMP_0x03
Slave,2022-03-15 23:37:39.855586,recv_SMP_0x03
Slave,2022-03-15 23:37:39.864502,end_recv_SMP_0x03
Slave,2022-03-15 23:37:39.866489,send_SMP_0x03
Slave,2022-03-15 23:37:39.874523,end_send_SMP_0x03
Master,2022-03-15 23:37:39.885623,recv_SMP_0x03
Master,2022-03-15 23:37:39.944756,end_recv_SMP_0x03
Master,2022-03-15 23:37:39.946660,send_SMP_0x04
Master,2022-03-15 23:37:39.948755,end_send_SMP_0x04
Slave,2022-03-15 23:37:39.960527,recv_SMP_0x04
Slave,2022-03-15 23:37:39.975557,end_recv_SMP_0x04
Slave,2022-03-15 23:37:39.978416,send_SMP_0x04
Slave,2022-03-15 23:37:39.979543,end_send_SMP_0x04
Master,2022-03-15 23:37:39.986742,recv_SMP_0x04
Master,2022-03-15 23:37:40.141807,end_recv_SMP_0x04
Master,2022-03-15 23:37:40.147038,send_SMP_0x03
Master,2022-03-15 23:37:40.150671,end_send_SMP_0x03
Slave,2022-03-15 23:37:40.155531,recv_SMP_0x03
Slave,2022-03-15 23:37:40.164513,end_recv_SMP_0x03
Slave,2022-03-15 23:37:40.166496,send_SMP_0x03
Slave,2022-03-15 23:37:40.174684,end_send_SMP_0x03
Master,2022-03-15 23:37:40.249628,recv_SMP_0x03
Master,2022-03-15 23:37:40.260799,end_recv_SMP_0x03
Slave,2022-03-15 23:37:40.262217,recv_SMP_0x04
Master,2022-03-15 23:37:40.262470,send_SMP_0x04
