device,time,OpCode
Slave,2022-03-14 03:21:17.709936,recv_SMP_0x03
Slave,2022-03-14 03:21:17.718692,end_recv_SMP_0x03
Slave,2022-03-14 03:21:17.720605,send_SMP_0x03
Slave,2022-03-14 03:21:17.733635,end_send_SMP_0x03
Master,2022-03-14 03:21:17.741793,recv_SMP_0x04
Master,2022-03-14 03:21:17.840766,end_recv_SMP_0x04
Master,2022-03-14 03:21:17.842783,send_SMP_0x03
Master,2022-03-14 03:21:17.848798,end_send_SMP_0x03
Slave,2022-03-14 03:21:17.869643,recv_SMP_0x04
Slave,2022-03-14 03:21:17.890663,end_recv_SMP_0x04
Slave,2022-03-14 03:21:17.893001,send_SMP_0x04
Slave,2022-03-14 03:21:17.894775,end_send_SMP_0x04
Master,2022-03-14 03:21:17.905795,recv_SMP_0x03
Master,2022-03-14 03:21:17.986892,end_recv_SMP_0x03
Master,2022-03-14 03:21:17.988789,send_SMP_0x04
Master,2022-03-14 03:21:17.990796,end_send_SMP_0x04
Slave,2022-03-14 03:21:18.059867,recv_SMP_0x03
Slave,2022-03-14 03:21:18.068628,end_recv_SMP_0x03
Slave,2022-03-14 03:21:18.070779,send_SMP_0x03
Slave,2022-03-14 03:21:18.089044,end_send_SMP_0x03
Master,2022-03-14 03:21:18.096021,recv_SMP_0x04
Master,2022-03-14 03:21:18.190769,end_recv_SMP_0x04
Master,2022-03-14 03:21:18.193627,send_SMP_0x03
Master,2022-03-14 03:21:18.198778,end_send_SMP_0x03
Slave,2022-03-14 03:21:18.219689,recv_SMP_0x04
Slave,2022-03-14 03:21:18.240622,end_recv_SMP_0x04
Slave,2022-03-14 03:21:18.242594,send_SMP_0x04
Slave,2022-03-14 03:21:18.244642,end_send_SMP_0x04
Master,2022-03-14 03:21:18.255819,recv_SMP_0x03
Master,2022-03-14 03:21:18.336830,end_recv_SMP_0x03
Master,2022-03-14 03:21:18.339202,send_SMP_0x04
Master,2022-03-14 03:21:18.341296,end_send_SMP_0x04
Slave,2022-03-14 03:21:18.409617,recv_SMP_0x03
Slave,2022-03-14 03:21:18.418594,end_recv_SMP_0x03
Slave,2022-03-14 03:21:18.420608,send_SMP_0x03
Slave,2022-03-14 03:21:18.433655,end_send_SMP_0x03
Master,2022-03-14 03:21:18.442561,recv_SMP_0x04
Master,2022-03-14 03:21:18.540900,end_recv_SMP_0x04
Master,2022-03-14 03:21:18.543118,send_SMP_0x03
Master,2022-03-14 03:21:18.548733,end_send_SMP_0x03
Slave,2022-03-14 03:21:18.569660,recv_SMP_0x04
Slave,2022-03-14 03:21:18.591281,end_recv_SMP_0x04
Slave,2022-03-14 03:21:18.593228,send_SMP_0x04
Slave,2022-03-14 03:21:18.594710,end_send_SMP_0x04
Master,2022-03-14 03:21:18.605771,recv_SMP_0x03
Master,2022-03-14 03:21:18.686813,end_recv_SMP_0x03
Master,2022-03-14 03:21:18.688888,send_SMP_0x04
Master,2022-03-14 03:21:18.690790,end_send_SMP_0x04
Slave,2022-03-14 03:21:18.759638,recv_SMP_0x03
Slave,2022-03-14 03:21:18.768635,end_recv_SMP_0x03
Slave,2022-03-14 03:21:18.770656,send_SMP_0x03
Slave,2022-03-14 03:21:18.783625,end_send_SMP_0x03
Master,2022-03-14 03:21:18.791766,recv_SMP_0x04
Master,2022-03-14 03:21:18.890779,end_recv_SMP_0x04
Master,2022-03-14 03:21:18.893247,send_SMP_0x03
Master,2022-03-14 03:21:18.898789,end_send_SMP_0x03
Slave,2022-03-14 03:21:18.919698,recv_SMP_0x04
Slave,2022-03-14 03:21:18.940649,end_recv_SMP_0x04
Slave,2022-03-14 03:21:18.942612,send_SMP_0x04
Slave,2022-03-14 03:21:18.944665,end_send_SMP_0x04
Master,2022-03-14 03:21:18.955993,recv_SMP_0x03
Master,2022-03-14 03:21:19.037153,end_recv_SMP_0x03
Master,2022-03-14 03:21:19.039205,send_SMP_0x04
Master,2022-03-14 03:21:19.040807,end_send_SMP_0x04
Slave,2022-03-14 03:21:19.113668,recv_SMP_0x03
Slave,2022-03-14 03:21:19.118699,end_recv_SMP_0x03
Slave,2022-03-14 03:21:19.121697,send_SMP_0x03
Slave,2022-03-14 03:21:19.133621,end_send_SMP_0x03
Master,2022-03-14 03:21:19.142239,recv_SMP_0x04
Master,2022-03-14 03:21:19.240834,end_recv_SMP_0x04
Master,2022-03-14 03:21:19.242765,send_SMP_0x03
Master,2022-03-14 03:21:19.249805,end_send_SMP_0x03
Slave,2022-03-14 03:21:19.269662,recv_SMP_0x04
Slave,2022-03-14 03:21:19.290597,end_recv_SMP_0x04
Slave,2022-03-14 03:21:19.291881,send_SMP_0x04
Slave,2022-03-14 03:21:19.294584,end_send_SMP_0x04
Master,2022-03-14 03:21:19.309407,recv_SMP_0x03
Master,2022-03-14 03:21:19.386758,end_recv_SMP_0x03
Master,2022-03-14 03:21:19.388781,send_SMP_0x04
Master,2022-03-14 03:21:19.390778,end_send_SMP_0x04
Slave,2022-03-14 03:21:19.459649,recv_SMP_0x03
Slave,2022-03-14 03:21:19.468613,end_recv_SMP_0x03
Slave,2022-03-14 03:21:19.470650,send_SMP_0x03
Slave,2022-03-14 03:21:19.483620,end_send_SMP_0x03
Master,2022-03-14 03:21:19.491943,recv_SMP_0x04
Master,2022-03-14 03:21:19.590832,end_recv_SMP_0x04
Master,2022-03-14 03:21:19.592804,send_SMP_0x03
Master,2022-03-14 03:21:19.598761,end_send_SMP_0x03
Slave,2022-03-14 03:21:19.619636,recv_SMP_0x04
Slave,2022-03-14 03:21:19.639691,end_recv_SMP_0x04
Slave,2022-03-14 03:21:19.641689,send_SMP_0x04
Slave,2022-03-14 03:21:19.644613,end_send_SMP_0x04
Master,2022-03-14 03:21:19.655756,recv_SMP_0x03
Master,2022-03-14 03:21:19.739093,end_recv_SMP_0x03
Master,2022-03-14 03:21:19.739496,send_SMP_0x04
Master,2022-03-14 03:21:19.741387,end_send_SMP_0x04
Slave,2022-03-14 03:21:19.809618,recv_SMP_0x03
Slave,2022-03-14 03:21:19.818647,end_recv_SMP_0x03
Slave,2022-03-14 03:21:19.820634,send_SMP_0x03
Slave,2022-03-14 03:21:19.833291,end_send_SMP_0x03
Master,2022-03-14 03:21:19.841772,recv_SMP_0x04
Master,2022-03-14 03:21:19.941398,end_recv_SMP_0x04
Master,2022-03-14 03:21:19.942982,send_SMP_0x03
Master,2022-03-14 03:21:19.947893,end_send_SMP_0x03
Slave,2022-03-14 03:21:19.970347,recv_SMP_0x04
Slave,2022-03-14 03:21:19.989997,end_recv_SMP_0x04
Slave,2022-03-14 03:21:19.991693,send_SMP_0x04
Slave,2022-03-14 03:21:19.994040,end_send_SMP_0x04
Master,2022-03-14 03:21:20.004876,recv_SMP_0x03
Master,2022-03-14 03:21:20.086867,end_recv_SMP_0x03
Master,2022-03-14 03:21:20.088803,send_SMP_0x04
Master,2022-03-14 03:21:20.090814,end_send_SMP_0x04
Slave,2022-03-14 03:21:20.159640,recv_SMP_0x03
Slave,2022-03-14 03:21:20.168694,end_recv_SMP_0x03
Slave,2022-03-14 03:21:20.170660,send_SMP_0x03
Slave,2022-03-14 03:21:20.184595,end_send_SMP_0x03
Master,2022-03-14 03:21:20.192568,recv_SMP_0x04
Master,2022-03-14 03:21:20.290851,end_recv_SMP_0x04
Master,2022-03-14 03:21:20.292785,send_SMP_0x03
Master,2022-03-14 03:21:20.298810,end_send_SMP_0x03
Slave,2022-03-14 03:21:20.319659,recv_SMP_0x04
Slave,2022-03-14 03:21:20.339690,end_recv_SMP_0x04
Slave,2022-03-14 03:21:20.341702,send_SMP_0x04
Slave,2022-03-14 03:21:20.343718,end_send_SMP_0x04
Master,2022-03-14 03:21:20.355830,recv_SMP_0x03
Master,2022-03-14 03:21:20.439079,end_recv_SMP_0x03
Master,2022-03-14 03:21:20.439880,send_SMP_0x04
Master,2022-03-14 03:21:20.441315,end_send_SMP_0x04
Slave,2022-03-14 03:21:20.509703,recv_SMP_0x03
Slave,2022-03-14 03:21:20.518629,end_recv_SMP_0x03
Slave,2022-03-14 03:21:20.521769,send_SMP_0x03
Slave,2022-03-14 03:21:20.533939,end_send_SMP_0x03
Master,2022-03-14 03:21:20.540846,recv_SMP_0x04
Master,2022-03-14 03:21:20.640857,end_recv_SMP_0x04
Master,2022-03-14 03:21:20.642794,send_SMP_0x03
Master,2022-03-14 03:21:20.648827,end_send_SMP_0x03
Slave,2022-03-14 03:21:20.670632,recv_SMP_0x04
Slave,2022-03-14 03:21:20.689678,end_recv_SMP_0x04
Slave,2022-03-14 03:21:20.692004,send_SMP_0x04
Slave,2022-03-14 03:21:20.694236,end_send_SMP_0x04
Master,2022-03-14 03:21:20.706342,recv_SMP_0x03
Master,2022-03-14 03:21:20.786939,end_recv_SMP_0x03
Master,2022-03-14 03:21:20.788989,send_SMP_0x04
Master,2022-03-14 03:21:20.790875,end_send_SMP_0x04
Slave,2022-03-14 03:21:20.911660,recv_SMP_0x0D
Master,2022-03-14 03:21:20.955845,recv_SMP_0x04
Slave,2022-03-14 03:21:20.988605,end_recv_SMP_0x0D
Slave,2022-03-14 03:21:20.992684,send_SMP_0x0D
Slave,2022-03-14 03:21:20.994753,end_send_SMP_0x0D
Master,2022-03-14 03:21:21.005087,end_recv_SMP_0x04
Master,2022-03-14 03:21:21.008870,send_SMP_0x0D
Master,2022-03-14 03:21:21.017913,end_send_SMP_0x0D
Master,2022-03-14 03:21:21.584926,recv_SMP_0x0D
Master,2022-03-14 03:21:21.671860,end_recv_SMP_0x0D
Slave,2022-03-14 03:21:21.843717,send_SMP_0x0F
Slave,2022-03-14 03:21:21.845753,end_send_SMP_0x0F
Slave,2022-03-14 03:21:21.848708,send_SMP_0x08
Slave,2022-03-14 03:21:21.850762,end_send_SMP_0x08
Slave,2022-03-14 03:21:21.852716,send_SMP_0x09
Slave,2022-03-14 03:21:21.855686,end_send_SMP_0x09
Slave,2022-03-14 03:21:21.857736,send_SMP_0x0A
Slave,2022-03-14 03:21:21.944122,end_send_SMP_0x0A
Master,2022-03-14 03:21:22.035658,recv_SMP_0x0F
Master,2022-03-14 03:21:22.039682,end_recv_SMP_0x0F
Master,2022-03-14 03:21:22.065712,recv_SMP_0x08
Master,2022-03-14 03:21:22.071748,end_recv_SMP_0x08
Master,2022-03-14 03:21:22.093806,recv_SMP_0x09
Slave,2022-03-14 03:21:22.384916,recv_SMP_0x0F
Slave,2022-03-14 03:21:22.387711,end_recv_SMP_0x0F
Slave,2022-03-14 03:21:22.414735,recv_SMP_0x08
Slave,2022-03-14 03:21:22.420732,end_recv_SMP_0x08
Slave,2022-03-14 03:21:22.458958,recv_SMP_0x09
Master,2022-03-14 03:21:22.480284,end_recv_SMP_0x09
Master,2022-03-14 03:21:22.515475,recv_SMP_0x0A
Master,2022-03-14 03:21:22.522667,end_recv_SMP_0x0A
Master,2022-03-14 03:21:22.536043,send_SMP_0x0F
Master,2022-03-14 03:21:22.540226,end_send_SMP_0x0F
Master,2022-03-14 03:21:22.544913,send_SMP_0x08
Master,2022-03-14 03:21:22.549421,end_send_SMP_0x08
Master,2022-03-14 03:21:22.554691,send_SMP_0x09
Master,2022-03-14 03:21:22.558840,end_send_SMP_0x09
Master,2022-03-14 03:21:22.563523,send_SMP_0x0A
Master,2022-03-14 03:21:22.604315,end_send_SMP_0x0A
Slave,2022-03-14 03:21:22.613736,end_recv_SMP_0x09
Slave,2022-03-14 03:21:22.636704,recv_SMP_0x0A
Slave,2022-03-14 03:21:22.643124,end_recv_SMP_0x0A
