device,time,OpCode
Slave,2022-03-13 07:28:05.724086,end_send_SMP_0x03
Master,2022-03-13 07:28:05.726555,end_send_SMP_0x04
Slave,2022-03-13 07:28:05.859834,recv_SMP_0x04
Master,2022-03-13 07:28:05.861652,recv_SMP_0x04
Slave,2022-03-13 07:28:05.882247,end_recv_SMP_0x04
Slave,2022-03-13 07:28:05.885861,send_SMP_0x04
Master,2022-03-13 07:28:05.888159,end_recv_SMP_0x04
Slave,2022-03-13 07:28:05.889951,end_send_SMP_0x04
Master,2022-03-13 07:28:05.891159,send_SMP_0x03
Master,2022-03-13 07:28:05.894925,end_send_SMP_0x03
Slave,2022-03-13 07:28:06.048813,recv_SMP_0x03
Slave,2022-03-13 07:28:06.057864,end_recv_SMP_0x03
Master,2022-03-13 07:28:06.060654,recv_SMP_0x03
Slave,2022-03-13 07:28:06.062232,send_SMP_0x03
Master,2022-03-13 07:28:06.066961,end_recv_SMP_0x03
Master,2022-03-13 07:28:06.072767,send_SMP_0x04
Slave,2022-03-13 07:28:06.074906,end_send_SMP_0x03
Master,2022-03-13 07:28:06.079477,end_send_SMP_0x04
Slave,2022-03-13 07:28:06.209802,recv_SMP_0x04
Master,2022-03-13 07:28:06.210080,recv_SMP_0x04
Slave,2022-03-13 07:28:06.230184,end_recv_SMP_0x04
Slave,2022-03-13 07:28:06.231979,send_SMP_0x04
Master,2022-03-13 07:28:06.233466,end_recv_SMP_0x04
Slave,2022-03-13 07:28:06.236335,end_send_SMP_0x04
Master,2022-03-13 07:28:06.237493,send_SMP_0x03
Master,2022-03-13 07:28:06.241061,end_send_SMP_0x03
Slave,2022-03-13 07:28:06.398861,recv_SMP_0x03
Slave,2022-03-13 07:28:06.407907,end_recv_SMP_0x03
Master,2022-03-13 07:28:06.411481,recv_SMP_0x03
Slave,2022-03-13 07:28:06.413440,send_SMP_0x03
Master,2022-03-13 07:28:06.418996,end_recv_SMP_0x03
Master,2022-03-13 07:28:06.420993,send_SMP_0x04
Slave,2022-03-13 07:28:06.423902,end_send_SMP_0x03
Master,2022-03-13 07:28:06.424631,end_send_SMP_0x04
Slave,2022-03-13 07:28:06.559840,recv_SMP_0x04
Master,2022-03-13 07:28:06.560559,recv_SMP_0x04
Slave,2022-03-13 07:28:06.579901,end_recv_SMP_0x04
Slave,2022-03-13 07:28:06.581907,send_SMP_0x04
Master,2022-03-13 07:28:06.586503,end_recv_SMP_0x04
Slave,2022-03-13 07:28:06.588011,end_send_SMP_0x04
Master,2022-03-13 07:28:06.589737,send_SMP_0x03
Master,2022-03-13 07:28:06.593670,end_send_SMP_0x03
Slave,2022-03-13 07:28:06.748839,recv_SMP_0x03
Slave,2022-03-13 07:28:06.760185,end_recv_SMP_0x03
Master,2022-03-13 07:28:06.762366,recv_SMP_0x03
Slave,2022-03-13 07:28:06.762620,send_SMP_0x03
Master,2022-03-13 07:28:06.768239,end_recv_SMP_0x03
Master,2022-03-13 07:28:06.771615,send_SMP_0x04
Slave,2022-03-13 07:28:06.773889,end_send_SMP_0x03
Master,2022-03-13 07:28:06.775990,end_send_SMP_0x04
Slave,2022-03-13 07:28:06.911387,recv_SMP_0x04
Master,2022-03-13 07:28:06.922620,recv_SMP_0x04
Slave,2022-03-13 07:28:06.950919,end_recv_SMP_0x04
Slave,2022-03-13 07:28:06.953522,send_SMP_0x04
Master,2022-03-13 07:28:06.955086,end_recv_SMP_0x04
Slave,2022-03-13 07:28:06.956881,end_send_SMP_0x04
Master,2022-03-13 07:28:06.961176,send_SMP_0x03
Master,2022-03-13 07:28:06.987287,end_send_SMP_0x03
Slave,2022-03-13 07:28:07.098902,recv_SMP_0x03
Slave,2022-03-13 07:28:07.107900,end_recv_SMP_0x03
Master,2022-03-13 07:28:07.110595,recv_SMP_0x03
Slave,2022-03-13 07:28:07.111178,send_SMP_0x03
Master,2022-03-13 07:28:07.116669,end_recv_SMP_0x03
Master,2022-03-13 07:28:07.121111,send_SMP_0x04
Slave,2022-03-13 07:28:07.122911,end_send_SMP_0x03
Master,2022-03-13 07:28:07.123373,end_send_SMP_0x04
Slave,2022-03-13 07:28:07.259864,recv_SMP_0x04
Master,2022-03-13 07:28:07.261656,recv_SMP_0x04
Slave,2022-03-13 07:28:07.280830,end_recv_SMP_0x04
Slave,2022-03-13 07:28:07.282106,send_SMP_0x04
Master,2022-03-13 07:28:07.283112,end_recv_SMP_0x04
Slave,2022-03-13 07:28:07.285353,end_send_SMP_0x04
Master,2022-03-13 07:28:07.286622,send_SMP_0x03
Master,2022-03-13 07:28:07.289088,end_send_SMP_0x03
Slave,2022-03-13 07:28:07.448836,recv_SMP_0x03
Slave,2022-03-13 07:28:07.457913,end_recv_SMP_0x03
Master,2022-03-13 07:28:07.460364,recv_SMP_0x03
Slave,2022-03-13 07:28:07.463304,send_SMP_0x03
Master,2022-03-13 07:28:07.466231,end_recv_SMP_0x03
Master,2022-03-13 07:28:07.474202,send_SMP_0x04
Slave,2022-03-13 07:28:07.476339,end_send_SMP_0x03
Master,2022-03-13 07:28:07.478577,end_send_SMP_0x04
Slave,2022-03-13 07:28:07.610007,recv_SMP_0x04
Master,2022-03-13 07:28:07.610305,recv_SMP_0x04
Slave,2022-03-13 07:28:07.629922,end_recv_SMP_0x04
Slave,2022-03-13 07:28:07.632833,send_SMP_0x04
Master,2022-03-13 07:28:07.633145,end_recv_SMP_0x04
Slave,2022-03-13 07:28:07.633990,end_send_SMP_0x04
Master,2022-03-13 07:28:07.634776,send_SMP_0x03
Master,2022-03-13 07:28:07.650105,end_send_SMP_0x03
Slave,2022-03-13 07:28:07.798874,recv_SMP_0x03
Slave,2022-03-13 07:28:07.808378,end_recv_SMP_0x03
Master,2022-03-13 07:28:07.808664,recv_SMP_0x03
Slave,2022-03-13 07:28:07.809929,send_SMP_0x03
Master,2022-03-13 07:28:07.816579,end_recv_SMP_0x03
Master,2022-03-13 07:28:07.821016,send_SMP_0x04
Slave,2022-03-13 07:28:07.823424,end_send_SMP_0x03
Master,2022-03-13 07:28:07.825242,end_send_SMP_0x04
Slave,2022-03-13 07:28:07.959980,recv_SMP_0x04
Master,2022-03-13 07:28:07.962297,recv_SMP_0x04
Slave,2022-03-13 07:28:07.979852,end_recv_SMP_0x04
Slave,2022-03-13 07:28:07.981836,send_SMP_0x04
Master,2022-03-13 07:28:07.983279,end_recv_SMP_0x04
Slave,2022-03-13 07:28:07.986105,end_send_SMP_0x04
Master,2022-03-13 07:28:07.986408,send_SMP_0x03
Master,2022-03-13 07:28:07.992099,end_send_SMP_0x03
Slave,2022-03-13 07:28:08.148889,recv_SMP_0x03
Slave,2022-03-13 07:28:08.163659,end_recv_SMP_0x03
Master,2022-03-13 07:28:08.164723,recv_SMP_0x03
Slave,2022-03-13 07:28:08.165691,send_SMP_0x03
Master,2022-03-13 07:28:08.173226,end_recv_SMP_0x03
Master,2022-03-13 07:28:08.175534,send_SMP_0x04
Slave,2022-03-13 07:28:08.175921,end_send_SMP_0x03
Master,2022-03-13 07:28:08.177078,end_send_SMP_0x04
Slave,2022-03-13 07:28:08.309868,recv_SMP_0x04
Master,2022-03-13 07:28:08.310212,recv_SMP_0x04
Slave,2022-03-13 07:28:08.329873,end_recv_SMP_0x04
Slave,2022-03-13 07:28:08.332364,send_SMP_0x04
Master,2022-03-13 07:28:08.334041,end_recv_SMP_0x04
Slave,2022-03-13 07:28:08.339434,end_send_SMP_0x04
Master,2022-03-13 07:28:08.341006,send_SMP_0x03
Master,2022-03-13 07:28:08.347538,end_send_SMP_0x03
Slave,2022-03-13 07:28:08.498991,recv_SMP_0x03
Slave,2022-03-13 07:28:08.507939,end_recv_SMP_0x03
Master,2022-03-13 07:28:08.509661,recv_SMP_0x03
Slave,2022-03-13 07:28:08.511708,send_SMP_0x03
Master,2022-03-13 07:28:08.515692,end_recv_SMP_0x03
Master,2022-03-13 07:28:08.520193,send_SMP_0x04
Slave,2022-03-13 07:28:08.522853,end_send_SMP_0x03
Master,2022-03-13 07:28:08.526330,end_send_SMP_0x04
Slave,2022-03-13 07:28:08.659846,recv_SMP_0x04
Master,2022-03-13 07:28:08.660194,recv_SMP_0x04
Slave,2022-03-13 07:28:08.679851,end_recv_SMP_0x04
Slave,2022-03-13 07:28:08.681851,send_SMP_0x04
Master,2022-03-13 07:28:08.683317,end_recv_SMP_0x04
Slave,2022-03-13 07:28:08.685211,end_send_SMP_0x04
Master,2022-03-13 07:28:08.685494,send_SMP_0x03
Master,2022-03-13 07:28:08.694003,end_send_SMP_0x03
Slave,2022-03-13 07:28:08.901202,recv_SMP_0x0D
Master,2022-03-13 07:28:08.911354,recv_SMP_0x03
Master,2022-03-13 07:28:08.923085,end_recv_SMP_0x03
Master,2022-03-13 07:28:08.928432,send_SMP_0x04
Master,2022-03-13 07:28:08.931097,end_send_SMP_0x04
Slave,2022-03-13 07:28:08.977818,end_recv_SMP_0x0D
Slave,2022-03-13 07:28:08.982849,send_SMP_0x0D
Slave,2022-03-13 07:28:08.984919,end_send_SMP_0x0D
Master,2022-03-13 07:28:08.995202,recv_SMP_0x04
Master,2022-03-13 07:28:09.100738,end_recv_SMP_0x04
Master,2022-03-13 07:28:09.104706,send_SMP_0x0D
Master,2022-03-13 07:28:09.108235,end_send_SMP_0x0D
Master,2022-03-13 07:28:09.214057,recv_SMP_0x0D
Master,2022-03-13 07:28:09.372400,end_recv_SMP_0x0D
Slave,2022-03-13 07:28:09.383898,send_SMP_0x0F
Slave,2022-03-13 07:28:09.385859,end_send_SMP_0x0F
Slave,2022-03-13 07:28:09.390315,send_SMP_0x08
Slave,2022-03-13 07:28:09.391267,end_send_SMP_0x08
Slave,2022-03-13 07:28:09.393167,send_SMP_0x09
Slave,2022-03-13 07:28:09.394877,end_send_SMP_0x09
Slave,2022-03-13 07:28:09.426343,send_SMP_0x0A
Slave,2022-03-13 07:28:09.496659,end_send_SMP_0x0A
Master,2022-03-13 07:28:09.612204,recv_SMP_0x0F
Master,2022-03-13 07:28:09.616222,end_recv_SMP_0x0F
Master,2022-03-13 07:28:09.678080,recv_SMP_0x08
Master,2022-03-13 07:28:09.681101,end_recv_SMP_0x08
Master,2022-03-13 07:28:09.938835,recv_SMP_0x09
Slave,2022-03-13 07:28:09.968904,recv_SMP_0x0F
Slave,2022-03-13 07:28:09.975501,end_recv_SMP_0x0F
Slave,2022-03-13 07:28:10.022849,recv_SMP_0x08
Slave,2022-03-13 07:28:10.027901,end_recv_SMP_0x08
Slave,2022-03-13 07:28:10.055823,recv_SMP_0x09
Master,2022-03-13 07:28:10.091176,end_recv_SMP_0x09
Master,2022-03-13 07:28:10.114407,recv_SMP_0x0A
Master,2022-03-13 07:28:10.119897,end_recv_SMP_0x0A
Master,2022-03-13 07:28:10.143729,send_SMP_0x0F
Master,2022-03-13 07:28:10.146732,end_send_SMP_0x0F
Master,2022-03-13 07:28:10.150239,send_SMP_0x08
Master,2022-03-13 07:28:10.152748,end_send_SMP_0x08
Master,2022-03-13 07:28:10.160731,send_SMP_0x09
Master,2022-03-13 07:28:10.164917,end_send_SMP_0x09
Master,2022-03-13 07:28:10.169805,send_SMP_0x0A
Slave,2022-03-13 07:28:10.236408,end_recv_SMP_0x09
Master,2022-03-13 07:28:10.251138,end_send_SMP_0x0A
Slave,2022-03-13 07:28:10.270670,recv_SMP_0x0A
Slave,2022-03-13 07:28:10.280382,end_recv_SMP_0x0A
